value,count,class,zone,group
0.6821,198,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6822,136,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6823,2719,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6824,1507,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6825,486,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6826,6267,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6827,212,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6828,5014,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6829,1201,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.683,60,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6831,5078,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6832,22356,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6833,1468,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6834,241,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6835,68,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6836,132,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6837,75,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6838,135,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6839,393,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.684,653,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6841,1205,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6842,157,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6843,249,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6844,154,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6845,114,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6846,146,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6847,51,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6848,160,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6849,310,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.685,79,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6851,230,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6852,301,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6853,105,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6854,396,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6855,1537,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6856,211,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6857,4445,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6858,1067,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6859,4371,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.686,361,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6861,231,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6862,632,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6863,521,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6864,178,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6865,299,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6866,381,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6867,833,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6868,891,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6869,271,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.687,4510,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6871,556,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6872,70,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6873,726,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6874,87,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6875,158,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6876,121,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6877,141,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6878,193,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6879,63,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.688,194,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6881,91,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6882,472,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6883,80,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6884,65,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6885,90,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6886,101,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6887,3790,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6888,891,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6889,114,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.689,46,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6891,392,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6892,266,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6893,61,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6894,227,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6895,146,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6896,1581,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6897,86,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6898,4086,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6899,287,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.69,251,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6901,323,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6902,746,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6903,264,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6904,425,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6905,66,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6906,8347,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6907,1757,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6908,618,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6909,979,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.691,309,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6911,50,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6912,365,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6913,1001,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6914,1253,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6915,231,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6916,264,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6917,11964,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6918,1837,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6919,155,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.692,325,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6921,90,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6922,3439,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6923,169,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6924,537,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6925,1348,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6926,1243,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6927,745,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6928,3959,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6929,4494,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.693,2851,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6931,472,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6932,1408,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6933,227,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6934,480,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6935,1286,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6936,158,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6937,969,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6938,2820,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6939,821,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.694,392,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6941,2708,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6942,3197,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6943,2274,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6944,264,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6945,1640,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6946,149,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6947,604,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6948,1562,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6949,477,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.695,717,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6951,354,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6952,2041,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6953,1354,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6954,771,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6955,3164,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6956,1011,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6957,1006,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6958,2228,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6959,2975,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.696,1578,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6961,1197,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6962,103,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6963,318,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6964,747,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6965,768,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6966,443,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6967,370,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6968,1331,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6969,1616,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.697,319,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6971,703,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6972,320,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6973,877,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6974,214,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6975,858,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6976,1132,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6977,241,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6978,229,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6979,512,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.698,93,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6981,79,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6982,239,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6983,222,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6984,215,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6985,553,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6986,314,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6987,659,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6988,297,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6989,1406,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.699,78,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6991,146,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6992,2797,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6993,78,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6994,147,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6995,583,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6996,676,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6997,2164,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6998,549,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.6999,4412,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7,524,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7001,1545,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7002,147,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7003,1220,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7004,3559,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7005,493,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7006,509,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7007,296,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7008,399,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7009,79,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.701,2036,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7011,1820,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7012,25,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7013,1104,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7014,331,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7015,119,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7016,267,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7017,274,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7018,82,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7019,720,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.702,574,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7021,591,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7022,58,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7023,906,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7024,1641,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7025,629,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7026,998,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7027,460,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7028,1727,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7029,417,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.703,188,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7031,1033,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7032,709,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7033,102,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7034,562,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7035,3479,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7036,1187,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7037,1622,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7038,127,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7039,48,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.704,6938,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7041,1307,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7042,259,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7043,1078,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7044,89,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7045,165,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7046,8581,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7047,157,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7048,384,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7049,84,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.705,394,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7051,116,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7052,65,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7053,107,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7054,236,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7055,432,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7056,150,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7057,6675,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7058,3515,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7059,158,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.706,74,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7061,59,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7062,71,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7063,141,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7064,219,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7065,279,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7066,277,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7067,2434,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7068,95,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7069,71,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.707,497,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7071,159,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7072,46,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7073,247,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7074,1304,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7075,454,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7076,150,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7077,5875,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7078,310,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7079,341,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.708,1599,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7081,357,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7082,308,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7083,2295,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7084,814,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7085,2047,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7086,1526,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7087,12751,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7088,1786,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7089,1647,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.709,5561,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7091,1422,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7092,53,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7093,143,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7094,426,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7095,446,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7096,303,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7097,5381,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7098,112,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7099,349,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.71,57,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7101,1087,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7102,68,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7103,38,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7104,658,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7105,252,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7106,5435,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7107,97,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7108,152,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7109,374,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.711,917,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7111,228,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7112,100,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7113,110,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7114,144,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7115,1275,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7116,1224,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7117,57,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7118,481,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7119,2940,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.712,1036,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7121,41,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7122,2750,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7123,1448,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7124,2507,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7125,1051,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7126,322,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7127,56,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7128,598,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7129,4099,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.713,3816,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7131,551,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7132,78,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7133,2829,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7134,79,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7135,162,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7136,457,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7137,79,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7138,80,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7139,97,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.714,46,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7141,2169,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7142,448,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7143,82,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7144,3700,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7145,30,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7146,41,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7147,86,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7148,82,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7149,77,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.715,138,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7151,1712,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7152,238,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7153,109,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7154,607,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7155,95,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7156,60,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7157,3113,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7158,2145,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7159,172,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.716,441,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7161,1156,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7162,2554,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7163,700,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7164,3725,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7165,255,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7166,361,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7167,316,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7168,4363,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7169,2315,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.717,322,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7171,38,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7172,76,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7173,294,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7174,103,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7175,630,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
0.7176,77,Tropical & Subtropical Moist Broadleaf Forests,1,Invertebrades
